basename	artwork_path	staged_pdf_recipe_or_pdf	bought	classes_present
CNX_Chem_20_01_notiso2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_notiso2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_octane1_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_octane1_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_octane2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_octane2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_propane_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_propane_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_propene1	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_propene1.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_recycle	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_recycle.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_subbenzene_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_subbenzene_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_substitu_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_substitu_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_Exercise3a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_Exercise3a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_Exercise3b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_Exercise3b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_Exercise3c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_Exercise3c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_Exercise4a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_Exercise4a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_Exercise4b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_Exercise4b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_Exercise4c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_Exercise4c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_FunctGroup_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_FunctGroup_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_MTBE_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_MTBE_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_NameEthers_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_NameEthers_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_alcohol1_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_alcohol1_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_alcohol2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_alcohol2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_ethanol_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_ethanol_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_ether_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_ether_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_ethers1_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_ethers1_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_ethers2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_ethers2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_ferment_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_ferment_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_polyols_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_polyols_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_02_sugars	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_02_sugars.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_COgeom_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_COgeom_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_CarboxEst1_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_CarboxEst1_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_CarboxEst2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_CarboxEst2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_OxiOrder_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_OxiOrder_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_OxiProd1a_a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_OxiProd1a_a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_OxiProd1a_b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_OxiProd1a_b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_OxiProd1a_c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_OxiProd1a_c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_OxiProd1b_a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_OxiProd1b_a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_OxiProd1b_b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_OxiProd1b_b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_OxiProd1b_c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_OxiProd1b_c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_OxiRedu_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_OxiRedu_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_ReduProd1a_a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_ReduProd1a_a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_ReduProd1a_b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_ReduProd1a_b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_ReduProd1a_c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_ReduProd1a_c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_acetate_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_acetate_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_alcoholABC_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_alcoholABC_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_aldehyde_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_aldehyde_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_aldket_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_aldket_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_carbonyl_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_carbonyl_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_carboxylic_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_carboxylic_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_esterform_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_esterform_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_oxaldehyde_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_oxaldehyde_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_oxidation_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_oxidation_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_oxketone_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_oxketone_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_03_oxtoacid_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_03_oxtoacid_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_DNA	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_DNA.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_alkaloids_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_alkaloids_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_amide1_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_amide1_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_amide2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_amide2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_amines_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_amines_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_ammonia_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_ammonia_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_kevlar1	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_kevlar1.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_kevlar2	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_kevlar2.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_kevpoly	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_kevpoly.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_peptide	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_peptide.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_pyridine_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_pyridine_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_pyridinium_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_pyridinium_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_react2a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_react2a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_react2b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_react2b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_react2c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_react2c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_react2e_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_react2e_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_reaction1b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_reaction1b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_reaction1c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_reaction1c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_04_reaction1f_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_04_reaction1f_img.pdf	pdf	0	persistent-gstate
CNX_Chem_21_01_BandStable	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_21/Source_File/CNX_Chem_21_01_BandStable.pdf	pdf	0	persistent-gstate
CNX_Chem_21_01_BindEnergy	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_21/Source_File/CNX_Chem_21_01_BindEnergy.pdf	pdf	0	persistent-gstate
CNX_Chem_21_03_Radiation	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_21/Source_File/CNX_Chem_21_03_Radiation.pdf	pdf	0	persistent-gstate
CNX_Chem_21_04_ChnReact1	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_21/Source_File/CNX_Chem_21_04_ChnReact1.pdf	pdf	0	persistent-gstate
CNX_Chem_21_04_CritMass	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_21/Source_File/CNX_Chem_21_04_CritMass.pdf	pdf	0	persistent-gstate
CNX_Chem_21_05_Co60Decay	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_21/Source_File/CNX_Chem_21_05_Co60Decay.pdf	pdf	0	persistent-gstate
CNX_Chem_21_05_SmokeAlarm	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_21/Source_File/CNX_Chem_21_05_SmokeAlarm.pdf	pdf	0	persistent-gstate
CNX_Chem_21_06_Damage1	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_21/Source_File/CNX_Chem_21_06_Damage1.pdf	pdf	0	persistent-gstate
CNX_Chem_21_06_Damage2	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_21/Source_File/CNX_Chem_21_06_Damage2.pdf	pdf	0	persistent-gstate
CNX_Chem_21_06_Exposure2	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_21/Source_File/CNX_Chem_21_06_Exposure2.pdf	pdf	0	persistent-gstate
CNX_Chem_21_06_IonRadSpec	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_21/Source_File/CNX_Chem_21_06_IonRadSpec.pdf	pdf	0	persistent-gstate
